x1,y1,z1,x2,y2,z2
39.4303,6.72669,-29,,,
39.4303,6.72669,-28,,,
39.4303,6.72669,-27,,,
39.4303,6.72669,-26,,,
39.4303,6.72669,-25,,,
39.4303,6.72669,-24,,,
39.4303,6.72669,-23,,,
39.4303,6.72669,-22,,,
39.4303,6.72669,-21,,,
39.4303,6.72669,-20,,,
39.4303,6.72669,-19,,,
39.4303,6.72669,-18,,,
39.4303,6.72669,-17,,,
39.4303,6.72669,-16,,,
39.4303,6.72669,-15,,,
39.4303,6.72669,-14,,,
39.4303,6.72669,-13,,,
39.4303,6.72669,-12,,,
39.4303,6.72669,-11,,,
39.4303,6.72669,-10,,,
39.4303,6.72669,-9,,,
39.4303,6.72669,-8,,,
39.4303,6.72669,-7,,,
39.4303,6.72669,-6,,,
39.4303,6.72669,-5,,,
39.4303,6.72669,-4,,,
39.4303,6.72669,-3,,,
39.4303,6.72669,-2,,,
39.4303,6.72669,-1,,,
39.4303,6.72669,0,,,
39.4303,6.72669,1,,,
39.4303,6.72669,2,,,
39.4303,6.72669,3,,,
39.4303,6.72669,4,,,
39.4303,6.72669,5,,,
39.4303,6.72669,6,,,
39.4303,6.72669,7,,,
39.4303,6.72669,8,,,
39.4303,6.72669,9,,,
39.4303,6.72669,10,,,
39.4303,6.72669,11,,,
39.4303,6.72669,12,,,
39.4303,6.72669,13,,,
39.4303,6.72669,14,,,
39.4303,6.72669,15,,,
39.4303,6.72669,16,,,
39.4303,6.72669,17,,,
39.4303,6.72669,18,,,
39.4303,6.72669,19,,,
39.4303,6.72669,20,,,
39.4303,6.72669,21,,,
39.4303,6.72669,22,,,
39.4303,6.72669,23,,,
39.4303,6.72669,24,,,
39.4303,6.72669,25,,,
39.4303,6.72669,26,,,
39.4303,6.72669,27,,,
39.4303,6.72669,28,,,
39.4303,6.72669,29,,,
39.4303,6.72669,30,,,
39.4303,6.72669,31,,,
39.4303,6.72669,32,,,
39.4303,6.72669,33,,,
39.4303,6.72669,34,,,
39.4303,6.72669,35,,,
39.4303,6.72669,36,,,
39.4303,6.72669,37,,,
39.4303,6.72669,38,,,
39.4303,6.72669,39,,,
39.5864,5.73764,-40,,,
39.5864,5.73764,-39,,,
39.5864,5.73764,-38,,,
39.5864,5.73764,-37,,,
39.5864,5.73764,-36,,,
39.5864,5.73764,-35,,,
39.5864,5.73764,-34,,,
39.5864,5.73764,-33,,,
39.5864,5.73764,-32,,,
39.5864,5.73764,-31,,,
39.5864,5.73764,-30,,,
39.5864,5.73764,-29,,,
39.5864,5.73764,-28,,,
39.5864,5.73764,-27,,,
39.5864,5.73764,-26,,,
39.5864,5.73764,-25,,,
39.5864,5.73764,-24,,,
39.5864,5.73764,-23,,,
39.5864,5.73764,-22,,,
39.5864,5.73764,-21,,,
39.5864,5.73764,-20,,,
39.5864,5.73764,-19,,,
39.5864,5.73764,-18,,,
39.5864,5.73764,-17,,,
39.5864,5.73764,-16,,,
39.5864,5.73764,-15,,,
39.5864,5.73764,-14,,,
39.5864,5.73764,-13,,,
39.5864,5.73764,-12,,,
39.5864,5.73764,-11,,,
39.5864,5.73764,-10,,,
39.5864,5.73764,-9,,,
39.5864,5.73764,-8,,,
39.5864,5.73764,-7,,,
39.5864,5.73764,-6,,,
39.5864,5.73764,-5,,,
39.5864,5.73764,-4,,,
39.5864,5.73764,-3,,,
39.5864,5.73764,-2,,,
39.5864,5.73764,-1,,,
39.5864,5.73764,0,,,
39.5864,5.73764,1,,,
39.5864,5.73764,2,,,
39.5864,5.73764,3,,,
39.5864,5.73764,4,,,
39.5864,5.73764,5,,,
39.5864,5.73764,6,,,
39.5864,5.73764,7,,,
39.5864,5.73764,8,,,
39.5864,5.73764,9,,,
39.5864,5.73764,10,,,
39.5864,5.73764,11,,,
39.5864,5.73764,12,,,
39.5864,5.73764,13,,,
39.5864,5.73764,14,,,
39.5864,5.73764,15,,,
39.5864,5.73764,16,,,
39.5864,5.73764,17,,,
39.5864,5.73764,18,,,
39.5864,5.73764,19,,,
39.5864,5.73764,20,,,
39.5864,5.73764,21,,,
39.5864,5.73764,22,,,
39.5864,5.73764,23,,,
39.5864,5.73764,24,,,
39.5864,5.73764,25,,,
39.5864,5.73764,26,,,
39.5864,5.73764,27,,,
39.5864,5.73764,28,,,
39.5864,5.73764,29,,,
39.5864,5.73764,30,,,
39.5864,5.73764,31,,,
39.5864,5.73764,32,,,
39.5864,5.73764,33,,,
39.5864,5.73764,34,,,
39.5864,5.73764,35,,,
39.5864,5.73764,36,,,
39.5864,5.73764,37,,,
39.5864,5.73764,38,,,
39.5864,5.73764,39,,,
39.7176,4.745,-40,,,
39.7176,4.745,-39,,,
39.7176,4.745,-38,,,
39.7176,4.745,-37,,,
39.7176,4.745,-36,,,
39.7176,4.745,-35,,,
39.7176,4.745,-34,,,
39.7176,4.745,-33,,,
39.7176,4.745,-32,,,
39.7176,4.745,-31,,,
39.7176,4.745,-30,,,
39.7176,4.745,-29,,,
39.7176,4.745,-28,,,
39.7176,4.745,-27,,,
39.7176,4.745,-26,,,
39.7176,4.745,-25,,,
39.7176,4.745,-24,,,
39.7176,4.745,-23,,,
39.7176,4.745,-22,,,
39.7176,4.745,-21,,,
39.7176,4.745,-20,,,
39.7176,4.745,-19,,,
39.7176,4.745,-18,,,
39.7176,4.745,-17,,,
39.7176,4.745,-16,,,
39.7176,4.745,-15,,,
39.7176,4.745,-14,,,
39.7176,4.745,-13,,,
39.7176,4.745,-12,,,
39.7176,4.745,-11,,,
39.7176,4.745,-10,,,
39.7176,4.745,-9,,,
39.7176,4.745,-8,,,
39.7176,4.745,-7,,,
39.7176,4.745,-6,,,
39.7176,4.745,-5,,,
39.7176,4.745,-4,,,
39.7176,4.745,-3,,,
39.7176,4.745,-2,,,
39.7176,4.745,-1,,,
39.7176,4.745,0,,,
39.7176,4.745,1,,,
39.7176,4.745,2,,,
39.7176,4.745,3,,,
39.7176,4.745,4,,,
39.7176,4.745,5,,,
39.7176,4.745,6,,,
39.7176,4.745,7,,,
39.7176,4.745,8,,,
39.7176,4.745,9,,,
39.7176,4.745,10,,,
39.7176,4.745,11,,,
39.7176,4.745,12,,,
39.7176,4.745,13,,,
39.7176,4.745,14,,,
39.7176,4.745,15,,,
39.7176,4.745,16,,,
39.7176,4.745,17,,,
39.7176,4.745,18,,,
39.7176,4.745,19,,,
39.7176,4.745,20,,,
39.7176,4.745,21,,,
39.7176,4.745,22,,,
39.7176,4.745,23,,,
39.7176,4.745,24,,,
39.7176,4.745,25,,,
39.7176,4.745,26,,,
39.7176,4.745,27,,,
39.7176,4.745,28,,,
39.7176,4.745,29,,,
39.7176,4.745,30,,,
39.7176,4.745,31,,,
39.7176,4.745,32,,,
39.7176,4.745,33,,,
39.7176,4.745,34,,,
39.7176,4.745,35,,,
39.7176,4.745,36,,,
39.7176,4.745,37,,,
39.7176,4.745,38,,,
39.7176,4.745,39,,,
39.8239,3.74938,-40,,,
39.8239,3.74938,-39,,,
39.8239,3.74938,-38,,,
39.8239,3.74938,-37,,,
39.8239,3.74938,-36,,,
39.8239,3.74938,-35,,,
39.8239,3.74938,-34,,,
39.8239,3.74938,-33,,,
39.8239,3.74938,-32,,,
39.8239,3.74938,-31,,,
39.8239,3.74938,-30,,,
39.8239,3.74938,-29,,,
39.8239,3.74938,-28,,,
39.8239,3.74938,-27,,,
39.8239,3.74938,-26,,,
39.8239,3.74938,-25,,,
39.8239,3.74938,-24,,,
39.8239,3.74938,-23,,,
39.8239,3.74938,-22,,,
39.8239,3.74938,-21,,,
39.8239,3.74938,-20,,,
39.8239,3.74938,-19,,,
39.8239,3.74938,-18,,,
39.8239,3.74938,-17,,,
39.8239,3.74938,-16,,,
39.8239,3.74938,-15,,,
39.8239,3.74938,-14,,,
39.8239,3.74938,-13,,,
39.8239,3.74938,-12,,,
39.8239,3.74938,-11,,,
39.8239,3.74938,-10,,,
39.8239,3.74938,-9,,,
39.8239,3.74938,-8,,,
39.8239,3.74938,-7,,,
39.8239,3.74938,-6,,,
39.8239,3.74938,-5,,,
39.8239,3.74938,-4,,,
39.8239,3.74938,-3,,,
39.8239,3.74938,-2,,,
39.8239,3.74938,-1,,,
39.8239,3.74938,0,,,
39.8239,3.74938,1,,,
39.8239,3.74938,2,,,
39.8239,3.74938,3,,,
39.8239,3.74938,4,,,
39.8239,3.74938,5,,,
39.8239,3.74938,6,,,
39.8239,3.74938,7,,,
39.8239,3.74938,8,,,
39.8239,3.74938,9,,,
39.8239,3.74938,10,,,
39.8239,3.74938,11,,,
39.8239,3.74938,12,,,
39.8239,3.74938,13,,,
39.8239,3.74938,14,,,
39.8239,3.74938,15,,,
39.8239,3.74938,16,,,
39.8239,3.74938,17,,,
39.8239,3.74938,18,,,
39.8239,3.74938,19,,,
39.8239,3.74938,20,,,
39.8239,3.74938,21,,,
39.8239,3.74938,22,,,
39.8239,3.74938,23,,,
39.8239,3.74938,24,,,
39.8239,3.74938,25,,,
39.8239,3.74938,26,,,
39.8239,3.74938,27,,,
39.8239,3.74938,28,,,
39.8239,3.74938,29,,,
39.8239,3.74938,30,,,
39.8239,3.74938,31,,,
39.8239,3.74938,32,,,
39.8239,3.74938,33,,,
39.8239,3.74938,34,,,
39.8239,3.74938,35,,,
39.8239,3.74938,36,,,
39.8239,3.74938,37,,,
39.8239,3.74938,38,,,
39.8239,3.74938,39,,,
39.9053,2.75141,-40,,,
39.9053,2.75141,-39,,,
39.9053,2.75141,-38,,,
39.9053,2.75141,-37,,,
39.9053,2.75141,-36,,,
39.9053,2.75141,-35,,,
39.9053,2.75141,-34,,,
39.9053,2.75141,-33,,,
39.9053,2.75141,-32,,,
39.9053,2.75141,-31,,,
39.9053,2.75141,-30,,,
39.9053,2.75141,-29,,,
39.9053,2.75141,-28,,,
39.9053,2.75141,-27,,,
39.9053,2.75141,-26,,,
39.9053,2.75141,-25,,,
39.9053,2.75141,-24,,,
39.9053,2.75141,-23,,,
39.9053,2.75141,-22,,,
39.9053,2.75141,-21,,,
39.9053,2.75141,-20,,,
39.9053,2.75141,-19,,,
39.9053,2.75141,-18,,,
39.9053,2.75141,-17,,,
39.9053,2.75141,-16,,,
39.9053,2.75141,-15,,,
39.9053,2.75141,-14,,,
39.9053,2.75141,-13,,,
39.9053,2.75141,-12,,,
39.9053,2.75141,-11,,,
39.9053,2.75141,-10,,,
39.9053,2.75141,-9,,,
39.9053,2.75141,-8,,,
39.9053,2.75141,-7,,,
39.9053,2.75141,-6,,,
39.9053,2.75141,-5,,,
39.9053,2.75141,-4,,,
39.9053,2.75141,-3,,,
39.9053,2.75141,-2,,,
39.9053,2.75141,-1,,,
39.9053,2.75141,0,,,
39.9053,2.75141,1,,,
39.9053,2.75141,2,,,
39.9053,2.75141,3,,,
39.9053,2.75141,4,,,
39.9053,2.75141,5,,,
39.9053,2.75141,6,,,
39.9053,2.75141,7,,,
39.9053,2.75141,8,,,
39.9053,2.75141,9,,,
39.9053,2.75141,10,,,
39.9053,2.75141,11,,,
39.9053,2.75141,12,,,
39.9053,2.75141,13,,,
39.9053,2.75141,14,,,
39.9053,2.75141,15,,,
39.9053,2.75141,16,,,
39.9053,2.75141,17,,,
39.9053,2.75141,18,,,
39.9053,2.75141,19,,,
39.9053,2.75141,20,,,
39.9053,2.75141,21,,,
39.9053,2.75141,22,,,
39.9053,2.75141,23,,,
39.9053,2.75141,24,,,
39.9053,2.75141,25,,,
39.9053,2.75141,26,,,
39.9053,2.75141,27,,,
39.9053,2.75141,28,,,
39.9053,2.75141,29,,,
39.9053,2.75141,30,,,
39.9053,2.75141,31,,,
39.9053,2.75141,32,,,
39.9053,2.75141,33,,,
39.9053,2.75141,34,,,
39.9053,2.75141,35,,,
39.9053,2.75141,36,,,
39.9053,2.75141,37,,,
39.9053,2.75141,38,,,
39.9053,2.75141,39,,,
39.9616,1.75172,-40,,,
39.9616,1.75172,-39,,,
39.9616,1.75172,-38,,,
39.9616,1.75172,-37,,,
39.9616,1.75172,-36,,,
39.9616,1.75172,-35,,,
39.9616,1.75172,-34,,,
39.9616,1.75172,-33,,,
39.9616,1.75172,-32,,,
39.9616,1.75172,-31,,,
39.9616,1.75172,-30,,,
39.9616,1.75172,-29,,,
39.9616,1.75172,-28,,,
39.9616,1.75172,-27,,,
39.9616,1.75172,-26,,,
39.9616,1.75172,-25,,,
39.9616,1.75172,-24,,,
39.9616,1.75172,-23,,,
39.9616,1.75172,-22,,,
39.9616,1.75172,-21,,,
39.9616,1.75172,-20,,,
39.9616,1.75172,-19,,,
39.9616,1.75172,-18,,,
39.9616,1.75172,-17,,,
39.9616,1.75172,-16,,,
39.9616,1.75172,-15,,,
39.9616,1.75172,-14,,,
39.9616,1.75172,-13,,,
39.9616,1.75172,-12,,,
39.9616,1.75172,-11,,,
39.9616,1.75172,-10,,,
39.9616,1.75172,-9,,,
39.9616,1.75172,-8,,,
39.9616,1.75172,-7,,,
39.9616,1.75172,-6,,,
39.9616,1.75172,-5,,,
39.9616,1.75172,-4,,,
39.9616,1.75172,-3,,,
39.9616,1.75172,-2,,,
39.9616,1.75172,-1,,,
39.9616,1.75172,0,,,
39.9616,1.75172,1,,,
39.9616,1.75172,2,,,
39.9616,1.75172,3,,,
39.9616,1.75172,4,,,
39.9616,1.75172,5,,,
39.9616,1.75172,6,,,
39.9616,1.75172,7,,,
39.9616,1.75172,8,,,
39.9616,1.75172,9,,,
39.9616,1.75172,10,,,
39.9616,1.75172,11,,,
39.9616,1.75172,12,,,
39.9616,1.75172,13,,,
39.9616,1.75172,14,,,
39.9616,1.75172,15,,,
39.9616,1.75172,16,,,
39.9616,1.75172,17,,,
39.9616,1.75172,18,,,
39.9616,1.75172,19,,,
39.9616,1.75172,20,,,
39.9616,1.75172,21,,,
39.9616,1.75172,22,,,
39.9616,1.75172,23,,,
39.9616,1.75172,24,,,
39.9616,1.75172,25,,,
39.9616,1.75172,26,,,
39.9616,1.75172,27,,,
39.9616,1.75172,28,,,
39.9616,1.75172,29,,,
39.9616,1.75172,30,,,
39.9616,1.75172,31,,,
39.9616,1.75172,32,,,
39.9616,1.75172,33,,,
39.9616,1.75172,34,,,
39.9616,1.75172,35,,,
39.9616,1.75172,36,,,
39.9616,1.75172,37,,,
39.9616,1.75172,38,,,
39.9616,1.75172,39,,,
39.993,0.750934,-40,,,
39.993,0.750934,-39,,,
39.993,0.750934,-38,,,
39.993,0.750934,-37,,,
39.993,0.750934,-36,,,
39.993,0.750934,-35,,,
39.993,0.750934,-34,,,
39.993,0.750934,-33,,,
39.993,0.750934,-32,,,
39.993,0.750934,-31,,,
39.993,0.750934,-30,,,
39.993,0.750934,-29,,,
39.993,0.750934,-28,,,
39.993,0.750934,-27,,,
39.993,0.750934,-26,,,
39.993,0.750934,-25,,,
39.993,0.750934,-24,,,
39.993,0.750934,-23,,,
39.993,0.750934,-22,,,
39.993,0.750934,-21,,,
39.993,0.750934,-20,,,
39.993,0.750934,-19,,,
39.993,0.750934,-18,,,
39.993,0.750934,-17,,,
39.993,0.750934,-16,,,
39.993,0.750934,-15,,,
39.993,0.750934,-14,,,
39.993,0.750934,-13,,,
39.993,0.750934,-12,,,
39.993,0.750934,-11,,,
39.993,0.750934,-10,,,
39.993,0.750934,-9,,,
39.993,0.750934,-8,,,
39.993,0.750934,-7,,,
39.993,0.750934,-6,,,
39.993,0.750934,-5,,,
39.993,0.750934,-4,,,
39.993,0.750934,-3,,,
39.993,0.750934,-2,,,
39.993,0.750934,-1,,,
39.993,0.750934,0,,,
39.993,0.750934,1,,,
39.993,0.750934,2,,,
39.993,0.750934,3,,,
39.993,0.750934,4,,,
39.993,0.750934,5,,,
39.993,0.750934,6,,,
39.993,0.750934,7,,,
39.993,0.750934,8,,,
39.993,0.750934,9,,,
39.993,0.750934,10,,,
39.993,0.750934,11,,,
39.993,0.750934,12,,,
39.993,0.750934,13,,,
39.993,0.750934,14,,,
39.993,0.750934,15,,,
39.993,0.750934,16,,,
39.993,0.750934,17,,,
39.993,0.750934,18,,,
39.993,0.750934,19,,,
39.993,0.750934,20,,,
39.993,0.750934,21,,,
39.993,0.750934,22,,,
39.993,0.750934,23,,,
39.993,0.750934,24,,,
39.993,0.750934,25,,,
39.993,0.750934,26,,,
39.993,0.750934,27,,,
39.993,0.750934,28,,,
39.993,0.750934,29,,,
39.993,0.750934,30,,,
39.993,0.750934,31,,,
39.993,0.750934,32,,,
39.993,0.750934,33,,,
39.993,0.750934,34,,,
39.993,0.750934,35,,,
39.993,0.750934,36,,,
39.993,0.750934,37,,,
39.993,0.750934,38,,,
39.993,0.750934,39,,,
39.9992,-0.250324,-40,,,
39.9992,-0.250324,-39,,,
39.9992,-0.250324,-38,,,
39.9992,-0.250324,-37,,,
39.9992,-0.250324,-36,,,
39.9992,-0.250324,-35,,,
39.9992,-0.250324,-34,,,
39.9992,-0.250324,-33,,,
39.9992,-0.250324,-32,,,
39.9992,-0.250324,-31,,,
39.9992,-0.250324,-30,,,
39.9992,-0.250324,-29,,,
39.9992,-0.250324,-28,,,
39.9992,-0.250324,-27,,,
39.9992,-0.250324,-26,,,
39.9992,-0.250324,-25,,,
39.9992,-0.250324,-24,,,
39.9992,-0.250324,-23,,,
39.9992,-0.250324,-22,,,
39.9992,-0.250324,-21,,,
39.9992,-0.250324,-20,,,
39.9992,-0.250324,-19,,,
39.9992,-0.250324,-18,,,
39.9992,-0.250324,-17,,,
39.9992,-0.250324,-16,,,
39.9992,-0.250324,-15,,,
39.9992,-0.250324,-14,,,
39.9992,-0.250324,-13,,,
39.9992,-0.250324,-12,,,
39.9992,-0.250324,-11,,,
39.9992,-0.250324,-10,,,
39.9992,-0.250324,-9,,,
39.9992,-0.250324,-8,,,
39.9992,-0.250324,-7,,,
39.9992,-0.250324,-6,,,
39.9992,-0.250324,-5,,,
39.9992,-0.250324,-4,,,
39.9992,-0.250324,-3,,,
39.9992,-0.250324,-2,,,
39.9992,-0.250324,-1,,,
39.9992,-0.250324,0,,,
39.9992,-0.250324,1,,,
39.9992,-0.250324,2,,,
39.9992,-0.250324,3,,,
39.9992,-0.250324,4,,,
39.9992,-0.250324,5,,,
39.9992,-0.250324,6,,,
39.9992,-0.250324,7,,,
39.9992,-0.250324,8,,,
39.9992,-0.250324,9,,,
39.9992,-0.250324,10,,,
39.9992,-0.250324,11,,,
39.9992,-0.250324,12,,,
39.9992,-0.250324,13,,,
39.9992,-0.250324,14,,,
39.9992,-0.250324,15,,,
39.9992,-0.250324,16,,,
39.9992,-0.250324,17,,,
39.9992,-0.250324,18,,,
39.9992,-0.250324,19,,,
39.9992,-0.250324,20,,,
39.9992,-0.250324,21,,,
39.9992,-0.250324,22,,,
39.9992,-0.250324,23,,,
39.9992,-0.250324,24,,,
39.9992,-0.250324,25,,,
39.9992,-0.250324,26,,,
39.9992,-0.250324,27,,,
39.9992,-0.250324,28,,,
39.9992,-0.250324,29,,,
39.9992,-0.250324,30,,,
39.9992,-0.250324,31,,,
39.9992,-0.250324,32,,,
39.9992,-0.250324,33,,,
39.9992,-0.250324,34,,,
39.9992,-0.250324,35,,,
39.9992,-0.250324,36,,,
39.9992,-0.250324,37,,,
39.9992,-0.250324,38,,,
39.9992,-0.250324,39,,,
39.9804,-1.25143,-40,,,
39.9804,-1.25143,-39,,,
39.9804,-1.25143,-38,,,
39.9804,-1.25143,-37,,,
39.9804,-1.25143,-36,,,
39.9804,-1.25143,-35,,,
39.9804,-1.25143,-34,,,
39.9804,-1.25143,-33,,,
39.9804,-1.25143,-32,,,
39.9804,-1.25143,-31,,,
39.9804,-1.25143,-30,,,
39.9804,-1.25143,-29,,,
39.9804,-1.25143,-28,,,
39.9804,-1.25143,-27,,,
39.9804,-1.25143,-26,,,
39.9804,-1.25143,-25,,,
39.9804,-1.25143,-24,,,
39.9804,-1.25143,-23,,,
39.9804,-1.25143,-22,,,
39.9804,-1.25143,-21,,,
39.9804,-1.25143,-20,,,
39.9804,-1.25143,-19,,,
39.9804,-1.25143,-18,,,
39.9804,-1.25143,-17,,,
39.9804,-1.25143,-16,,,
39.9804,-1.25143,-15,,,
39.9804,-1.25143,-14,,,
39.9804,-1.25143,-13,,,
39.9804,-1.25143,-12,,,
39.9804,-1.25143,-11,,,
39.9804,-1.25143,-10,,,
39.9804,-1.25143,-9,,,
39.9804,-1.25143,-8,,,
39.9804,-1.25143,-7,,,
39.9804,-1.25143,-6,,,
39.9804,-1.25143,-5,,,
39.9804,-1.25143,-4,,,
39.9804,-1.25143,-3,,,
39.9804,-1.25143,-2,,,
39.9804,-1.25143,-1,,,
39.9804,-1.25143,0,,,
39.9804,-1.25143,1,,,
39.9804,-1.25143,2,,,
39.9804,-1.25143,3,,,
39.9804,-1.25143,4,,,
39.9804,-1.25143,5,,,
39.9804,-1.25143,6,,,
39.9804,-1.25143,7,,,
39.9804,-1.25143,8,,,
39.9804,-1.25143,9,,,
39.9804,-1.25143,10,,,
39.9804,-1.25143,11,,,
39.9804,-1.25143,12,,,
39.9804,-1.25143,13,,,
39.9804,-1.25143,14,,,
39.9804,-1.25143,15,,,
39.9804,-1.25143,16,,,
39.9804,-1.25143,17,,,
39.9804,-1.25143,18,,,
39.9804,-1.25143,19,,,
39.9804,-1.25143,20,,,
39.9804,-1.25143,21,,,
39.9804,-1.25143,22,,,
39.9804,-1.25143,23,,,
39.9804,-1.25143,24,,,
39.9804,-1.25143,25,,,
39.9804,-1.25143,26,,,
39.9804,-1.25143,27,,,
39.9804,-1.25143,28,,,
39.9804,-1.25143,29,,,
39.9804,-1.25143,30,,,
39.9804,-1.25143,31,,,
39.9804,-1.25143,32,,,
39.9804,-1.25143,33,,,
39.9804,-1.25143,34,,,
39.9804,-1.25143,35,,,
39.9804,-1.25143,36,,,
39.9804,-1.25143,37,,,
39.9804,-1.25143,38,,,
39.9804,-1.25143,39,,,
39.9366,-2.25174,-40,,,
39.9366,-2.25174,-39,,,
39.9366,-2.25174,-38,,,
39.9366,-2.25174,-37,,,
39.9366,-2.25174,-36,,,
39.9366,-2.25174,-35,,,
39.9366,-2.25174,-34,,,
39.9366,-2.25174,-33,,,
39.9366,-2.25174,-32,,,
39.9366,-2.25174,-31,,,
39.9366,-2.25174,-30,,,
39.9366,-2.25174,-29,,,
39.9366,-2.25174,-28,,,
39.9366,-2.25174,-27,,,
39.9366,-2.25174,-26,,,
39.9366,-2.25174,-25,,,
39.9366,-2.25174,-24,,,
39.9366,-2.25174,-23,,,
39.9366,-2.25174,-22,,,
39.9366,-2.25174,-21,,,
39.9366,-2.25174,-20,,,
39.9366,-2.25174,-19,,,
39.9366,-2.25174,-18,,,
39.9366,-2.25174,-17,,,
39.9366,-2.25174,-16,,,
39.9366,-2.25174,-15,,,
39.9366,-2.25174,-14,,,
39.9366,-2.25174,-13,,,
39.9366,-2.25174,-12,,,
39.9366,-2.25174,-11,,,
39.9366,-2.25174,-10,,,
39.9366,-2.25174,-9,,,
39.9366,-2.25174,-8,,,
39.9366,-2.25174,-7,,,
39.9366,-2.25174,-6,,,
39.9366,-2.25174,-5,,,
39.9366,-2.25174,-4,,,
39.9366,-2.25174,-3,,,
39.9366,-2.25174,-2,,,
39.9366,-2.25174,-1,,,
39.9366,-2.25174,0,,,
39.9366,-2.25174,1,,,
39.9366,-2.25174,2,,,
39.9366,-2.25174,3,,,
39.9366,-2.25174,4,,,
39.9366,-2.25174,5,,,
39.9366,-2.25174,6,,,
39.9366,-2.25174,7,,,
39.9366,-2.25174,8,,,
39.9366,-2.25174,9,,,
39.9366,-2.25174,10,,,
39.9366,-2.25174,11,,,
39.9366,-2.25174,12,,,
39.9366,-2.25174,13,,,
39.9366,-2.25174,14,,,
39.9366,-2.25174,15,,,
39.9366,-2.25174,16,,,
39.9366,-2.25174,17,,,
39.9366,-2.25174,18,,,
39.9366,-2.25174,19,,,
39.9366,-2.25174,20,,,
39.9366,-2.25174,21,,,
39.9366,-2.25174,22,,,
39.9366,-2.25174,23,,,
39.9366,-2.25174,24,,,
39.9366,-2.25174,25,,,
39.9366,-2.25174,26,,,
39.9366,-2.25174,27,,,
39.9366,-2.25174,28,,,
39.9366,-2.25174,29,,,
39.9366,-2.25174,30,,,
39.9366,-2.25174,31,,,
39.9366,-2.25174,32,,,
39.9366,-2.25174,33,,,
39.9366,-2.25174,34,,,
39.9366,-2.25174,35,,,
39.9366,-2.25174,36,,,
39.9366,-2.25174,37,,,
39.9366,-2.25174,38,,,
39.9366,-2.25174,39,,,
39.8677,-3.25065,-40,,,
39.8677,-3.25065,-39,,,
39.8677,-3.25065,-38,,,
39.8677,-3.25065,-37,,,
39.8677,-3.25065,-36,,,
39.8677,-3.25065,-35,,,
39.8677,-3.25065,-34,,,
39.8677,-3.25065,-33,,,
39.8677,-3.25065,-32,,,
39.8677,-3.25065,-31,,,
39.8677,-3.25065,-30,,,
39.8677,-3.25065,-29,,,
39.8677,-3.25065,-28,,,
39.8677,-3.25065,-27,,,
39.8677,-3.25065,-26,,,
39.8677,-3.25065,-25,,,
39.8677,-3.25065,-24,,,
39.8677,-3.25065,-23,,,
39.8677,-3.25065,-22,,,
39.8677,-3.25065,-21,,,
39.8677,-3.25065,-20,,,
39.8677,-3.25065,-19,,,
39.8677,-3.25065,-18,,,
39.8677,-3.25065,-17,,,
39.8677,-3.25065,-16,,,
39.8677,-3.25065,-15,,,
39.8677,-3.25065,-14,,,
39.8677,-3.25065,-13,,,
39.8677,-3.25065,-12,,,
39.8677,-3.25065,-11,,,
39.8677,-3.25065,-10,,,
39.8677,-3.25065,-9,,,
39.8677,-3.25065,-8,,,
39.8677,-3.25065,-7,,,
39.8677,-3.25065,-6,,,
39.8677,-3.25065,-5,,,
39.8677,-3.25065,-4,,,
39.8677,-3.25065,-3,,,
39.8677,-3.25065,-2,,,
39.8677,-3.25065,-1,,,
39.8677,-3.25065,0,,,
39.8677,-3.25065,1,,,
39.8677,-3.25065,2,,,
39.8677,-3.25065,3,,,
39.8677,-3.25065,4,,,
39.8677,-3.25065,5,,,
39.8677,-3.25065,6,,,
39.8677,-3.25065,7,,,
39.8677,-3.25065,8,,,
39.8677,-3.25065,9,,,
39.8677,-3.25065,10,,,
39.8677,-3.25065,11,,,
39.8677,-3.25065,12,,,
39.8677,-3.25065,13,,,
39.8677,-3.25065,14,,,
39.8677,-3.25065,15,,,
39.8677,-3.25065,16,,,
39.8677,-3.25065,17,,,
39.8677,-3.25065,18,,,
39.8677,-3.25065,19,,,
39.8677,-3.25065,20,,,
39.8677,-3.25065,21,,,
39.8677,-3.25065,22,,,
39.8677,-3.25065,23,,,
39.8677,-3.25065,24,,,
39.8677,-3.25065,25,,,
39.8677,-3.25065,26,,,
39.8677,-3.25065,27,,,
39.8677,-3.25065,28,,,
39.8677,-3.25065,29,,,
39.8677,-3.25065,30,,,
39.8677,-3.25065,31,,,
39.8677,-3.25065,32,,,
39.8677,-3.25065,33,,,
39.8677,-3.25065,34,,,
39.8677,-3.25065,35,,,
39.8677,-3.25065,36,,,
39.8677,-3.25065,37,,,
39.8677,-3.25065,38,,,
39.8677,-3.25065,39,,,
39.7738,-4.24752,-40,,,
39.7738,-4.24752,-39,,,
39.7738,-4.24752,-38,,,
39.7738,-4.24752,-37,,,
39.7738,-4.24752,-36,,,
39.7738,-4.24752,-35,,,
39.7738,-4.24752,-34,,,
39.7738,-4.24752,-33,,,
39.7738,-4.24752,-32,,,
39.7738,-4.24752,-31,,,
39.7738,-4.24752,-30,,,
39.7738,-4.24752,-29,,,
39.7738,-4.24752,-28,,,
39.7738,-4.24752,-27,,,
39.7738,-4.24752,-26,,,
39.7738,-4.24752,-25,,,
39.7738,-4.24752,-24,,,
39.7738,-4.24752,-23,,,
39.7738,-4.24752,-22,,,
39.7738,-4.24752,-21,,,
39.7738,-4.24752,-20,,,
