x1,y1,z1,x2,y2,z2
14.6691,37.2131,-22,,,
14.6691,37.2131,-21,,,
14.6691,37.2131,-20,,,
14.6691,37.2131,-19,,,
14.6691,37.2131,-18,,,
14.6691,37.2131,-17,,,
14.6691,37.2131,-16,,,
14.6691,37.2131,-15,,,
14.6691,37.2131,-14,,,
14.6691,37.2131,-13,,,
14.6691,37.2131,-12,,,
14.6691,37.2131,-11,,,
14.6691,37.2131,-10,,,
14.6691,37.2131,-9,,,
14.6691,37.2131,-8,,,
14.6691,37.2131,-7,,,
14.6691,37.2131,-6,,,
14.6691,37.2131,-5,,,
14.6691,37.2131,-4,,,
14.6691,37.2131,-3,,,
14.6691,37.2131,-2,,,
14.6691,37.2131,-1,,,
14.6691,37.2131,0,,,
14.6691,37.2131,1,,,
14.6691,37.2131,2,,,
14.6691,37.2131,3,,,
14.6691,37.2131,4,,,
14.6691,37.2131,5,,,
14.6691,37.2131,6,,,
14.6691,37.2131,7,,,
14.6691,37.2131,8,,,
14.6691,37.2131,9,,,
14.6691,37.2131,10,,,
14.6691,37.2131,11,,,
14.6691,37.2131,12,,,
14.6691,37.2131,13,,,
14.6691,37.2131,14,,,
14.6691,37.2131,15,,,
14.6691,37.2131,16,,,
14.6691,37.2131,17,,,
14.6691,37.2131,18,,,
14.6691,37.2131,19,,,
14.6691,37.2131,20,,,
14.6691,37.2131,21,,,
14.6691,37.2131,22,,,
14.6691,37.2131,23,,,
14.6691,37.2131,24,,,
14.6691,37.2131,25,,,
14.6691,37.2131,26,,,
14.6691,37.2131,27,,,
14.6691,37.2131,28,,,
14.6691,37.2131,29,,,
14.6691,37.2131,30,,,
14.6691,37.2131,31,,,
14.6691,37.2131,32,,,
14.6691,37.2131,33,,,
14.6691,37.2131,34,,,
14.6691,37.2131,35,,,
14.6691,37.2131,36,,,
14.6691,37.2131,37,,,
14.6691,37.2131,38,,,
14.6691,37.2131,39,,,
15.596,36.8343,-40,,,
15.596,36.8343,-39,,,
15.596,36.8343,-38,,,
15.596,36.8343,-37,,,
15.596,36.8343,-36,,,
15.596,36.8343,-35,,,
15.596,36.8343,-34,,,
15.596,36.8343,-33,,,
15.596,36.8343,-32,,,
15.596,36.8343,-31,,,
15.596,36.8343,-30,,,
15.596,36.8343,-29,,,
15.596,36.8343,-28,,,
15.596,36.8343,-27,,,
15.596,36.8343,-26,,,
15.596,36.8343,-25,,,
15.596,36.8343,-24,,,
15.596,36.8343,-23,,,
15.596,36.8343,-22,,,
15.596,36.8343,-21,,,
15.596,36.8343,-20,,,
15.596,36.8343,-19,,,
15.596,36.8343,-18,,,
15.596,36.8343,-17,,,
15.596,36.8343,-16,,,
15.596,36.8343,-15,,,
15.596,36.8343,-14,,,
15.596,36.8343,-13,,,
15.596,36.8343,-12,,,
15.596,36.8343,-11,,,
15.596,36.8343,-10,,,
15.596,36.8343,-9,,,
15.596,36.8343,-8,,,
15.596,36.8343,-7,,,
15.596,36.8343,-6,,,
15.596,36.8343,-5,,,
15.596,36.8343,-4,,,
15.596,36.8343,-3,,,
15.596,36.8343,-2,,,
15.596,36.8343,-1,,,
15.596,36.8343,0,,,
15.596,36.8343,1,,,
15.596,36.8343,2,,,
15.596,36.8343,3,,,
15.596,36.8343,4,,,
15.596,36.8343,5,,,
15.596,36.8343,6,,,
15.596,36.8343,7,,,
15.596,36.8343,8,,,
15.596,36.8343,9,,,
15.596,36.8343,10,,,
15.596,36.8343,11,,,
15.596,36.8343,12,,,
15.596,36.8343,13,,,
15.596,36.8343,14,,,
15.596,36.8343,15,,,
15.596,36.8343,16,,,
15.596,36.8343,17,,,
15.596,36.8343,18,,,
15.596,36.8343,19,,,
15.596,36.8343,20,,,
15.596,36.8343,21,,,
15.596,36.8343,22,,,
15.596,36.8343,23,,,
15.596,36.8343,24,,,
15.596,36.8343,25,,,
15.596,36.8343,26,,,
15.596,36.8343,27,,,
15.596,36.8343,28,,,
15.596,36.8343,29,,,
15.596,36.8343,30,,,
15.596,36.8343,31,,,
15.596,36.8343,32,,,
15.596,36.8343,33,,,
15.596,36.8343,34,,,
15.596,36.8343,35,,,
15.596,36.8343,36,,,
15.596,36.8343,37,,,
15.596,36.8343,38,,,
15.596,36.8343,39,,,
16.513,36.4324,-40,,,
16.513,36.4324,-39,,,
16.513,36.4324,-38,,,
16.513,36.4324,-37,,,
16.513,36.4324,-36,,,
16.513,36.4324,-35,,,
16.513,36.4324,-34,,,
16.513,36.4324,-33,,,
16.513,36.4324,-32,,,
16.513,36.4324,-31,,,
16.513,36.4324,-30,,,
16.513,36.4324,-29,,,
16.513,36.4324,-28,,,
16.513,36.4324,-27,,,
16.513,36.4324,-26,,,
16.513,36.4324,-25,,,
16.513,36.4324,-24,,,
16.513,36.4324,-23,,,
16.513,36.4324,-22,,,
16.513,36.4324,-21,,,
16.513,36.4324,-20,,,
16.513,36.4324,-19,,,
16.513,36.4324,-18,,,
16.513,36.4324,-17,,,
16.513,36.4324,-16,,,
16.513,36.4324,-15,,,
16.513,36.4324,-14,,,
16.513,36.4324,-13,,,
16.513,36.4324,-12,,,
16.513,36.4324,-11,,,
16.513,36.4324,-10,,,
16.513,36.4324,-9,,,
16.513,36.4324,-8,,,
16.513,36.4324,-7,,,
16.513,36.4324,-6,,,
16.513,36.4324,-5,,,
16.513,36.4324,-4,,,
16.513,36.4324,-3,,,
16.513,36.4324,-2,,,
16.513,36.4324,-1,,,
16.513,36.4324,0,,,
16.513,36.4324,1,,,
16.513,36.4324,2,,,
16.513,36.4324,3,,,
16.513,36.4324,4,,,
16.513,36.4324,5,,,
16.513,36.4324,6,,,
16.513,36.4324,7,,,
16.513,36.4324,8,,,
16.513,36.4324,9,,,
16.513,36.4324,10,,,
16.513,36.4324,11,,,
16.513,36.4324,12,,,
16.513,36.4324,13,,,
16.513,36.4324,14,,,
16.513,36.4324,15,,,
16.513,36.4324,16,,,
16.513,36.4324,17,,,
16.513,36.4324,18,,,
16.513,36.4324,19,,,
16.513,36.4324,20,,,
16.513,36.4324,21,,,
16.513,36.4324,22,,,
16.513,36.4324,23,,,
16.513,36.4324,24,,,
16.513,36.4324,25,,,
16.513,36.4324,26,,,
16.513,36.4324,27,,,
16.513,36.4324,28,,,
16.513,36.4324,29,,,
16.513,36.4324,30,,,
16.513,36.4324,31,,,
16.513,36.4324,32,,,
16.513,36.4324,33,,,
16.513,36.4324,34,,,
16.513,36.4324,35,,,
16.513,36.4324,36,,,
16.513,36.4324,37,,,
16.513,36.4324,38,,,
16.513,36.4324,39,,,
17.4198,36.0077,-40,,,
17.4198,36.0077,-39,,,
17.4198,36.0077,-38,,,
17.4198,36.0077,-37,,,
17.4198,36.0077,-36,,,
17.4198,36.0077,-35,,,
17.4198,36.0077,-34,,,
17.4198,36.0077,-33,,,
17.4198,36.0077,-32,,,
17.4198,36.0077,-31,,,
17.4198,36.0077,-30,,,
17.4198,36.0077,-29,,,
17.4198,36.0077,-28,,,
17.4198,36.0077,-27,,,
17.4198,36.0077,-26,,,
17.4198,36.0077,-25,,,
17.4198,36.0077,-24,,,
17.4198,36.0077,-23,,,
17.4198,36.0077,-22,,,
17.4198,36.0077,-21,,,
17.4198,36.0077,-20,,,
17.4198,36.0077,-19,,,
17.4198,36.0077,-18,,,
17.4198,36.0077,-17,,,
17.4198,36.0077,-16,,,
17.4198,36.0077,-15,,,
17.4198,36.0077,-14,,,
17.4198,36.0077,-13,,,
17.4198,36.0077,-12,,,
17.4198,36.0077,-11,,,
17.4198,36.0077,-10,,,
17.4198,36.0077,-9,,,
17.4198,36.0077,-8,,,
17.4198,36.0077,-7,,,
17.4198,36.0077,-6,,,
17.4198,36.0077,-5,,,
17.4198,36.0077,-4,,,
17.4198,36.0077,-3,,,
17.4198,36.0077,-2,,,
17.4198,36.0077,-1,,,
17.4198,36.0077,0,,,
17.4198,36.0077,1,,,
17.4198,36.0077,2,,,
17.4198,36.0077,3,,,
17.4198,36.0077,4,,,
17.4198,36.0077,5,,,
17.4198,36.0077,6,,,
17.4198,36.0077,7,,,
17.4198,36.0077,8,,,
17.4198,36.0077,9,,,
17.4198,36.0077,10,,,
17.4198,36.0077,11,,,
17.4198,36.0077,12,,,
17.4198,36.0077,13,,,
17.4198,36.0077,14,,,
17.4198,36.0077,15,,,
17.4198,36.0077,16,,,
17.4198,36.0077,17,,,
17.4198,36.0077,18,,,
17.4198,36.0077,19,,,
17.4198,36.0077,20,,,
17.4198,36.0077,21,,,
17.4198,36.0077,22,,,
17.4198,36.0077,23,,,
17.4198,36.0077,24,,,
17.4198,36.0077,25,,,
17.4198,36.0077,26,,,
17.4198,36.0077,27,,,
17.4198,36.0077,28,,,
17.4198,36.0077,29,,,
17.4198,36.0077,30,,,
17.4198,36.0077,31,,,
17.4198,36.0077,32,,,
17.4198,36.0077,33,,,
17.4198,36.0077,34,,,
17.4198,36.0077,35,,,
17.4198,36.0077,36,,,
17.4198,36.0077,37,,,
17.4198,36.0077,38,,,
17.4198,36.0077,39,,,
18.3156,35.5604,-40,,,
18.3156,35.5604,-39,,,
18.3156,35.5604,-38,,,
18.3156,35.5604,-37,,,
18.3156,35.5604,-36,,,
18.3156,35.5604,-35,,,
18.3156,35.5604,-34,,,
18.3156,35.5604,-33,,,
18.3156,35.5604,-32,,,
18.3156,35.5604,-31,,,
18.3156,35.5604,-30,,,
18.3156,35.5604,-29,,,
18.3156,35.5604,-28,,,
18.3156,35.5604,-27,,,
18.3156,35.5604,-26,,,
18.3156,35.5604,-25,,,
18.3156,35.5604,-24,,,
18.3156,35.5604,-23,,,
18.3156,35.5604,-22,,,
18.3156,35.5604,-21,,,
18.3156,35.5604,-20,,,
18.3156,35.5604,-19,,,
18.3156,35.5604,-18,,,
18.3156,35.5604,-17,,,
18.3156,35.5604,-16,,,
18.3156,35.5604,-15,,,
18.3156,35.5604,-14,,,
18.3156,35.5604,-13,,,
18.3156,35.5604,-12,,,
18.3156,35.5604,-11,,,
18.3156,35.5604,-10,,,
18.3156,35.5604,-9,,,
18.3156,35.5604,-8,,,
18.3156,35.5604,-7,,,
18.3156,35.5604,-6,,,
18.3156,35.5604,-5,,,
18.3156,35.5604,-4,,,
18.3156,35.5604,-3,,,
18.3156,35.5604,-2,,,
18.3156,35.5604,-1,,,
18.3156,35.5604,0,,,
18.3156,35.5604,1,,,
18.3156,35.5604,2,,,
18.3156,35.5604,3,,,
18.3156,35.5604,4,,,
18.3156,35.5604,5,,,
18.3156,35.5604,6,,,
18.3156,35.5604,7,,,
18.3156,35.5604,8,,,
18.3156,35.5604,9,,,
18.3156,35.5604,10,,,
18.3156,35.5604,11,,,
18.3156,35.5604,12,,,
18.3156,35.5604,13,,,
18.3156,35.5604,14,,,
18.3156,35.5604,15,,,
18.3156,35.5604,16,,,
18.3156,35.5604,17,,,
18.3156,35.5604,18,,,
18.3156,35.5604,19,,,
18.3156,35.5604,20,,,
18.3156,35.5604,21,,,
18.3156,35.5604,22,,,
18.3156,35.5604,23,,,
18.3156,35.5604,24,,,
18.3156,35.5604,25,,,
18.3156,35.5604,26,,,
18.3156,35.5604,27,,,
18.3156,35.5604,28,,,
18.3156,35.5604,29,,,
18.3156,35.5604,30,,,
18.3156,35.5604,31,,,
18.3156,35.5604,32,,,
18.3156,35.5604,33,,,
18.3156,35.5604,34,,,
18.3156,35.5604,35,,,
18.3156,35.5604,36,,,
18.3156,35.5604,37,,,
18.3156,35.5604,38,,,
18.3156,35.5604,39,,,
19.1999,35.0908,-40,,,
19.1999,35.0908,-39,,,
19.1999,35.0908,-38,,,
19.1999,35.0908,-37,,,
19.1999,35.0908,-36,,,
19.1999,35.0908,-35,,,
19.1999,35.0908,-34,,,
19.1999,35.0908,-33,,,
19.1999,35.0908,-32,,,
19.1999,35.0908,-31,,,
19.1999,35.0908,-30,,,
19.1999,35.0908,-29,,,
19.1999,35.0908,-28,,,
19.1999,35.0908,-27,,,
19.1999,35.0908,-26,,,
19.1999,35.0908,-25,,,
19.1999,35.0908,-24,,,
19.1999,35.0908,-23,,,
19.1999,35.0908,-22,,,
19.1999,35.0908,-21,,,
19.1999,35.0908,-20,,,
19.1999,35.0908,-19,,,
19.1999,35.0908,-18,,,
19.1999,35.0908,-17,,,
19.1999,35.0908,-16,,,
19.1999,35.0908,-15,,,
19.1999,35.0908,-14,,,
19.1999,35.0908,-13,,,
19.1999,35.0908,-12,,,
19.1999,35.0908,-11,,,
19.1999,35.0908,-10,,,
19.1999,35.0908,-9,,,
19.1999,35.0908,-8,,,
19.1999,35.0908,-7,,,
19.1999,35.0908,-6,,,
19.1999,35.0908,-5,,,
19.1999,35.0908,-4,,,
19.1999,35.0908,-3,,,
19.1999,35.0908,-2,,,
19.1999,35.0908,-1,,,
19.1999,35.0908,0,,,
19.1999,35.0908,1,,,
19.1999,35.0908,2,,,
19.1999,35.0908,3,,,
19.1999,35.0908,4,,,
19.1999,35.0908,5,,,
19.1999,35.0908,6,,,
19.1999,35.0908,7,,,
19.1999,35.0908,8,,,
19.1999,35.0908,9,,,
19.1999,35.0908,10,,,
19.1999,35.0908,11,,,
19.1999,35.0908,12,,,
19.1999,35.0908,13,,,
19.1999,35.0908,14,,,
19.1999,35.0908,15,,,
19.1999,35.0908,16,,,
19.1999,35.0908,17,,,
19.1999,35.0908,18,,,
19.1999,35.0908,19,,,
19.1999,35.0908,20,,,
19.1999,35.0908,21,,,
19.1999,35.0908,22,,,
19.1999,35.0908,23,,,
19.1999,35.0908,24,,,
19.1999,35.0908,25,,,
19.1999,35.0908,26,,,
19.1999,35.0908,27,,,
19.1999,35.0908,28,,,
19.1999,35.0908,29,,,
19.1999,35.0908,30,,,
19.1999,35.0908,31,,,
19.1999,35.0908,32,,,
19.1999,35.0908,33,,,
19.1999,35.0908,34,,,
19.1999,35.0908,35,,,
19.1999,35.0908,36,,,
19.1999,35.0908,37,,,
19.1999,35.0908,38,,,
19.1999,35.0908,39,,,
20.0722,34.5992,-40,,,
20.0722,34.5992,-39,,,
20.0722,34.5992,-38,,,
20.0722,34.5992,-37,,,
20.0722,34.5992,-36,,,
20.0722,34.5992,-35,,,
20.0722,34.5992,-34,,,
20.0722,34.5992,-33,,,
20.0722,34.5992,-32,,,
20.0722,34.5992,-31,,,
20.0722,34.5992,-30,,,
20.0722,34.5992,-29,,,
20.0722,34.5992,-28,,,
20.0722,34.5992,-27,,,
20.0722,34.5992,-26,,,
20.0722,34.5992,-25,,,
20.0722,34.5992,-24,,,
20.0722,34.5992,-23,,,
20.0722,34.5992,-22,,,
20.0722,34.5992,-21,,,
20.0722,34.5992,-20,,,
20.0722,34.5992,-19,,,
20.0722,34.5992,-18,,,
20.0722,34.5992,-17,,,
20.0722,34.5992,-16,,,
20.0722,34.5992,-15,,,
20.0722,34.5992,-14,,,
20.0722,34.5992,-13,,,
20.0722,34.5992,-12,,,
20.0722,34.5992,-11,,,
20.0722,34.5992,-10,,,
20.0722,34.5992,-9,,,
20.0722,34.5992,-8,,,
20.0722,34.5992,-7,,,
20.0722,34.5992,-6,,,
20.0722,34.5992,-5,,,
20.0722,34.5992,-4,,,
20.0722,34.5992,-3,,,
20.0722,34.5992,-2,,,
20.0722,34.5992,-1,,,
20.0722,34.5992,0,,,
20.0722,34.5992,1,,,
20.0722,34.5992,2,,,
20.0722,34.5992,3,,,
20.0722,34.5992,4,,,
20.0722,34.5992,5,,,
20.0722,34.5992,6,,,
20.0722,34.5992,7,,,
20.0722,34.5992,8,,,
20.0722,34.5992,9,,,
20.0722,34.5992,10,,,
20.0722,34.5992,11,,,
20.0722,34.5992,12,,,
20.0722,34.5992,13,,,
20.0722,34.5992,14,,,
20.0722,34.5992,15,,,
20.0722,34.5992,16,,,
20.0722,34.5992,17,,,
20.0722,34.5992,18,,,
20.0722,34.5992,19,,,
20.0722,34.5992,20,,,
20.0722,34.5992,21,,,
20.0722,34.5992,22,,,
20.0722,34.5992,23,,,
20.0722,34.5992,24,,,
20.0722,34.5992,25,,,
20.0722,34.5992,26,,,
20.0722,34.5992,27,,,
20.0722,34.5992,28,,,
20.0722,34.5992,29,,,
20.0722,34.5992,30,,,
20.0722,34.5992,31,,,
20.0722,34.5992,32,,,
20.0722,34.5992,33,,,
20.0722,34.5992,34,,,
20.0722,34.5992,35,,,
20.0722,34.5992,36,,,
20.0722,34.5992,37,,,
20.0722,34.5992,38,,,
20.0722,34.5992,39,,,
20.9319,34.086,-40,,,
20.9319,34.086,-39,,,
20.9319,34.086,-38,,,
20.9319,34.086,-37,,,
20.9319,34.086,-36,,,
20.9319,34.086,-35,,,
20.9319,34.086,-34,,,
20.9319,34.086,-33,,,
20.9319,34.086,-32,,,
20.9319,34.086,-31,,,
20.9319,34.086,-30,,,
20.9319,34.086,-29,,,
20.9319,34.086,-28,,,
20.9319,34.086,-27,,,
20.9319,34.086,-26,,,
20.9319,34.086,-25,,,
20.9319,34.086,-24,,,
20.9319,34.086,-23,,,
20.9319,34.086,-22,,,
20.9319,34.086,-21,,,
20.9319,34.086,-20,,,
20.9319,34.086,-19,,,
20.9319,34.086,-18,,,
20.9319,34.086,-17,,,
20.9319,34.086,-16,,,
20.9319,34.086,-15,,,
20.9319,34.086,-14,,,
20.9319,34.086,-13,,,
20.9319,34.086,-12,,,
20.9319,34.086,-11,,,
20.9319,34.086,-10,,,
20.9319,34.086,-9,,,
20.9319,34.086,-8,,,
20.9319,34.086,-7,,,
20.9319,34.086,-6,,,
20.9319,34.086,-5,,,
20.9319,34.086,-4,,,
20.9319,34.086,-3,,,
20.9319,34.086,-2,,,
20.9319,34.086,-1,,,
20.9319,34.086,0,,,
20.9319,34.086,1,,,
20.9319,34.086,2,,,
20.9319,34.086,3,,,
20.9319,34.086,4,,,
20.9319,34.086,5,,,
20.9319,34.086,6,,,
20.9319,34.086,7,,,
20.9319,34.086,8,,,
20.9319,34.086,9,,,
20.9319,34.086,10,,,
20.9319,34.086,11,,,
20.9319,34.086,12,,,
20.9319,34.086,13,,,
20.9319,34.086,14,,,
20.9319,34.086,15,,,
20.9319,34.086,16,,,
20.9319,34.086,17,,,
20.9319,34.086,18,,,
20.9319,34.086,19,,,
20.9319,34.086,20,,,
20.9319,34.086,21,,,
20.9319,34.086,22,,,
20.9319,34.086,23,,,
20.9319,34.086,24,,,
20.9319,34.086,25,,,
20.9319,34.086,26,,,
20.9319,34.086,27,,,
20.9319,34.086,28,,,
20.9319,34.086,29,,,
20.9319,34.086,30,,,
20.9319,34.086,31,,,
20.9319,34.086,32,,,
20.9319,34.086,33,,,
20.9319,34.086,34,,,
20.9319,34.086,35,,,
20.9319,34.086,36,,,
20.9319,34.086,37,,,
20.9319,34.086,38,,,
20.9319,34.086,39,,,
21.7786,33.5514,-40,,,
21.7786,33.5514,-39,,,
21.7786,33.5514,-38,,,
21.7786,33.5514,-37,,,
21.7786,33.5514,-36,,,
21.7786,33.5514,-35,,,
21.7786,33.5514,-34,,,
21.7786,33.5514,-33,,,
21.7786,33.5514,-32,,,
21.7786,33.5514,-31,,,
21.7786,33.5514,-30,,,
21.7786,33.5514,-29,,,
21.7786,33.5514,-28,,,
21.7786,33.5514,-27,,,
21.7786,33.5514,-26,,,
21.7786,33.5514,-25,,,
21.7786,33.5514,-24,,,
21.7786,33.5514,-23,,,
21.7786,33.5514,-22,,,
21.7786,33.5514,-21,,,
21.7786,33.5514,-20,,,
21.7786,33.5514,-19,,,
21.7786,33.5514,-18,,,
21.7786,33.5514,-17,,,
21.7786,33.5514,-16,,,
21.7786,33.5514,-15,,,
21.7786,33.5514,-14,,,
21.7786,33.5514,-13,,,
21.7786,33.5514,-12,,,
21.7786,33.5514,-11,,,
21.7786,33.5514,-10,,,
21.7786,33.5514,-9,,,
21.7786,33.5514,-8,,,
21.7786,33.5514,-7,,,
21.7786,33.5514,-6,,,
21.7786,33.5514,-5,,,
21.7786,33.5514,-4,,,
21.7786,33.5514,-3,,,
21.7786,33.5514,-2,,,
21.7786,33.5514,-1,,,
21.7786,33.5514,0,,,
21.7786,33.5514,1,,,
21.7786,33.5514,2,,,
21.7786,33.5514,3,,,
21.7786,33.5514,4,,,
21.7786,33.5514,5,,,
21.7786,33.5514,6,,,
21.7786,33.5514,7,,,
21.7786,33.5514,8,,,
21.7786,33.5514,9,,,
21.7786,33.5514,10,,,
21.7786,33.5514,11,,,
21.7786,33.5514,12,,,
21.7786,33.5514,13,,,
21.7786,33.5514,14,,,
21.7786,33.5514,15,,,
21.7786,33.5514,16,,,
21.7786,33.5514,17,,,
21.7786,33.5514,18,,,
21.7786,33.5514,19,,,
21.7786,33.5514,20,,,
21.7786,33.5514,21,,,
21.7786,33.5514,22,,,
21.7786,33.5514,23,,,
21.7786,33.5514,24,,,
21.7786,33.5514,25,,,
21.7786,33.5514,26,,,
21.7786,33.5514,27,,,
21.7786,33.5514,28,,,
21.7786,33.5514,29,,,
21.7786,33.5514,30,,,
21.7786,33.5514,31,,,
21.7786,33.5514,32,,,
21.7786,33.5514,33,,,
21.7786,33.5514,34,,,
21.7786,33.5514,35,,,
21.7786,33.5514,36,,,
21.7786,33.5514,37,,,
21.7786,33.5514,38,,,
21.7786,33.5514,39,,,
22.6115,32.9957,-40,,,
22.6115,32.9957,-39,,,
22.6115,32.9957,-38,,,
22.6115,32.9957,-37,,,
22.6115,32.9957,-36,,,
22.6115,32.9957,-35,,,
22.6115,32.9957,-34,,,
22.6115,32.9957,-33,,,
22.6115,32.9957,-32,,,
22.6115,32.9957,-31,,,
22.6115,32.9957,-30,,,
22.6115,32.9957,-29,,,
22.6115,32.9957,-28,,,
22.6115,32.9957,-27,,,
22.6115,32.9957,-26,,,
22.6115,32.9957,-25,,,
22.6115,32.9957,-24,,,
22.6115,32.9957,-23,,,
22.6115,32.9957,-22,,,
22.6115,32.9957,-21,,,
22.6115,32.9957,-20,,,
22.6115,32.9957,-19,,,
22.6115,32.9957,-18,,,
22.6115,32.9957,-17,,,
22.6115,32.9957,-16,,,
22.6115,32.9957,-15,,,
22.6115,32.9957,-14,,,
22.6115,32.9957,-13,,,
22.6115,32.9957,-12,,,
22.6115,32.9957,-11,,,
22.6115,32.9957,-10,,,
22.6115,32.9957,-9,,,
22.6115,32.9957,-8,,,
22.6115,32.9957,-7,,,
22.6115,32.9957,-6,,,
22.6115,32.9957,-5,,,
22.6115,32.9957,-4,,,
22.6115,32.9957,-3,,,
22.6115,32.9957,-2,,,
22.6115,32.9957,-1,,,
22.6115,32.9957,0,,,
22.6115,32.9957,1,,,
22.6115,32.9957,2,,,
22.6115,32.9957,3,,,
22.6115,32.9957,4,,,
22.6115,32.9957,5,,,
22.6115,32.9957,6,,,
22.6115,32.9957,7,,,
22.6115,32.9957,8,,,
22.6115,32.9957,9,,,
22.6115,32.9957,10,,,
22.6115,32.9957,11,,,
22.6115,32.9957,12,,,
22.6115,32.9957,13,,,
22.6115,32.9957,14,,,
22.6115,32.9957,15,,,
22.6115,32.9957,16,,,
22.6115,32.9957,17,,,
22.6115,32.9957,18,,,
22.6115,32.9957,19,,,
22.6115,32.9957,20,,,
22.6115,32.9957,21,,,
22.6115,32.9957,22,,,
22.6115,32.9957,23,,,
22.6115,32.9957,24,,,
22.6115,32.9957,25,,,
22.6115,32.9957,26,,,
22.6115,32.9957,27,,,
22.6115,32.9957,28,,,
22.6115,32.9957,29,,,
22.6115,32.9957,30,,,
22.6115,32.9957,31,,,
22.6115,32.9957,32,,,
22.6115,32.9957,33,,,
22.6115,32.9957,34,,,
22.6115,32.9957,35,,,
22.6115,32.9957,36,,,
22.6115,32.9957,37,,,
22.6115,32.9957,38,,,
22.6115,32.9957,39,,,
23.4303,32.4194,-40,,,
23.4303,32.4194,-39,,,
23.4303,32.4194,-38,,,
23.4303,32.4194,-37,,,
23.4303,32.4194,-36,,,
23.4303,32.4194,-35,,,
23.4303,32.4194,-34,,,
23.4303,32.4194,-33,,,
23.4303,32.4194,-32,,,
23.4303,32.4194,-31,,,
23.4303,32.4194,-30,,,
23.4303,32.4194,-29,,,
23.4303,32.4194,-28,,,
23.4303,32.4194,-27,,,
23.4303,32.4194,-26,,,
23.4303,32.4194,-25,,,
23.4303,32.4194,-24,,,
23.4303,32.4194,-23,,,
23.4303,32.4194,-22,,,
23.4303,32.4194,-21,,,
23.4303,32.4194,-20,,,
23.4303,32.4194,-19,,,
23.4303,32.4194,-18,,,
23.4303,32.4194,-17,,,
23.4303,32.4194,-16,,,
23.4303,32.4194,-15,,,
23.4303,32.4194,-14,,,
23.4303,32.4194,-13,,,
23.4303,32.4194,-12,,,
23.4303,32.4194,-11,,,
23.4303,32.4194,-10,,,
23.4303,32.4194,-9,,,
23.4303,32.4194,-8,,,
23.4303,32.4194,-7,,,
23.4303,32.4194,-6,,,
23.4303,32.4194,-5,,,
23.4303,32.4194,-4,,,
23.4303,32.4194,-3,,,
23.4303,32.4194,-2,,,
23.4303,32.4194,-1,,,
23.4303,32.4194,0,,,
23.4303,32.4194,1,,,
23.4303,32.4194,2,,,
23.4303,32.4194,3,,,
23.4303,32.4194,4,,,
23.4303,32.4194,5,,,
23.4303,32.4194,6,,,
23.4303,32.4194,7,,,
23.4303,32.4194,8,,,
23.4303,32.4194,9,,,
23.4303,32.4194,10,,,
23.4303,32.4194,11,,,
23.4303,32.4194,12,,,
23.4303,32.4194,13,,,
23.4303,32.4194,14,,,
23.4303,32.4194,15,,,
23.4303,32.4194,16,,,
23.4303,32.4194,17,,,
23.4303,32.4194,18,,,
23.4303,32.4194,19,,,
23.4303,32.4194,20,,,
23.4303,32.4194,21,,,
23.4303,32.4194,22,,,
23.4303,32.4194,23,,,
23.4303,32.4194,24,,,
23.4303,32.4194,25,,,
23.4303,32.4194,26,,,
23.4303,32.4194,27,,,
23.4303,32.4194,28,,,
23.4303,32.4194,29,,,
23.4303,32.4194,30,,,
23.4303,32.4194,31,,,
23.4303,32.4194,32,,,
23.4303,32.4194,33,,,
23.4303,32.4194,34,,,
23.4303,32.4194,35,,,
23.4303,32.4194,36,,,
23.4303,32.4194,37,,,
23.4303,32.4194,38,,,
23.4303,32.4194,39,,,
24.2344,31.8228,-40,,,
24.2344,31.8228,-39,,,
24.2344,31.8228,-38,,,
24.2344,31.8228,-37,,,
24.2344,31.8228,-36,,,
24.2344,31.8228,-35,,,
24.2344,31.8228,-34,,,
24.2344,31.8228,-33,,,
24.2344,31.8228,-32,,,
24.2344,31.8228,-31,,,
24.2344,31.8228,-30,,,
24.2344,31.8228,-29,,,
24.2344,31.8228,-28,,,
24.2344,31.8228,-27,,,
24.2344,31.8228,-26,,,
24.2344,31.8228,-25,,,
24.2344,31.8228,-24,,,
24.2344,31.8228,-23,,,
24.2344,31.8228,-22,,,
24.2344,31.8228,-21,,,
24.2344,31.8228,-20,,,
24.2344,31.8228,-19,,,
24.2344,31.8228,-18,,,
24.2344,31.8228,-17,,,
24.2344,31.8228,-16,,,
24.2344,31.8228,-15,,,
24.2344,31.8228,-14,,,
24.2344,31.8228,-13,,,
24.2344,31.8228,-12,,,
24.2344,31.8228,-11,,,
24.2344,31.8228,-10,,,
24.2344,31.8228,-9,,,
24.2344,31.8228,-8,,,
24.2344,31.8228,-7,,,
24.2344,31.8228,-6,,,
24.2344,31.8228,-5,,,
24.2344,31.8228,-4,,,
24.2344,31.8228,-3,,,
24.2344,31.8228,-2,,,
24.2344,31.8228,-1,,,
24.2344,31.8228,0,,,
24.2344,31.8228,1,,,
24.2344,31.8228,2,,,
24.2344,31.8228,3,,,
24.2344,31.8228,4,,,
24.2344,31.8228,5,,,
24.2344,31.8228,6,,,
24.2344,31.8228,7,,,
24.2344,31.8228,8,,,
24.2344,31.8228,9,,,
24.2344,31.8228,10,,,
24.2344,31.8228,11,,,
24.2344,31.8228,12,,,
24.2344,31.8228,13,,,
24.2344,31.8228,14,,,
